id,category_label,Multi_model_info,DBMS,DBMS_insitelink,has_open_source_github_repo,has_company,github_repo_link,Score_Nov-2022,Rank_Nov-2022,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Wide column
148 ,Document,"Document  store,Graph DBMS,Relational DBMS,Time Series DBMS",Fauna,https://db-engines.com/en/system/Fauna,N,,-,1.77 ,149 ,-,-,"Fauna, Inc.",2014 ,,N,,Y,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 
149 ,Document,"Document store,Key-value store,Relational DBMS",FoundationDB,https://db-engines.com/en/system/FoundationDB,Y,,apple/foundationdb,1.76 ,150 ,apple,foundationdb,FoundationDB,2013 ,,Y,Apache 2.0,N,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
150 ,Relational,Relational DBMS,Apache Kylin,https://db-engines.com/en/system/Apache+Kylin,Y,Y,apache/kylin,1.70 ,151 ,apache,kylin,"Apache Software  Foundation, originally contributed from eBay Inc",2015 ,,Y,Apache Version  2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
151 ,Document,Document store,Mnesia,https://db-engines.com/en/system/Mnesia,Y,,beardedeagle/mnesiac,1.68 ,152 ,beardedeagle,mnesiac,,1999 ,,Y,proprietary license,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
152 ,Relational,Relational DBMS,DuckDB,https://db-engines.com/en/system/DuckDB,Y,,duckdb/duckdb,1.68 ,153 ,duckdb,duckdb,,2018 ,,Y,MIT License,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
153 ,Relational,Relational DBMS,SQLBase,https://db-engines.com/en/system/SQLBase,N,,-,1.68 ,154 ,-,-,,1985 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
154 ,Graph,"Graph DBMS,RDF  store",Stardog,https://db-engines.com/en/system/Stardog,N,,-,1.62 ,155 ,-,-,Stardog-Union,2010 ,,N,60-day  fully-featured trial license; 1-year fully-featured non-commercial use  license for academics/students,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
155 ,Document,Document store,Datameer,https://db-engines.com/en/system/Datameer,N,,-,1.61 ,156 ,-,-,,2009 ,,N,,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
156 ,Document,Document store,LiteDB,https://db-engines.com/en/system/LiteDB,Y,,mbdavid/LiteDB,1.61 ,157 ,mbdavid,LiteDB,Mauricio David,2014 ,,Y,MIT License,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
157 ,Object oriented,"Object oriented DBMS,Time Series DBMS",ObjectBox,https://db-engines.com/en/system/ObjectBox,Y,,objectbox/objectbox-java,1.59 ,158 ,objectbox,objectbox-java,ObjectBox Limited,2017 ,,Y,Apache License 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 
158 ,Relational,"Relational  DBMS,Document store,Wide column store",OceanBase,https://db-engines.com/en/system/OceanBase,Y,,oceanbase/oceanbase,1.59 ,159 ,oceanbase,oceanbase,OceanBase,2011 ,,Y,Commercial  license available,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 
159 ,Object oriented,Object oriented DBMS,Actian NoSQL Database,https://db-engines.com/en/system/Actian+NoSQL+Database,N,,-,1.58 ,160 ,-,-,Actian,1988 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
160 ,Relational,Relational DBMS,Oracle Rdb,https://db-engines.com/en/system/Oracle+Rdb,N,,-,1.57 ,161 ,-,-,"Oracle,  originally developed by Digital Equipment Corporation (DEC)",1984 ,2021 ,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
161 ,Key-value,Key-value store,GT.M,https://db-engines.com/en/system/GT.M,Y_NotGithub_SourceForge,,-,1.55 ,162 ,-,-,,1986 ,2021 ,N,,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
162 ,Graph,Graph DBMS,Giraph,https://db-engines.com/en/system/Giraph,Y,,apache/giraph,1.53 ,163 ,apache,giraph,,2013 ,2020 ,Y,Apache Version  2,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
163 ,Relational,Relational DBMS,Empress,https://db-engines.com/en/system/Empress,N,,-,1.51 ,164 ,-,-,,1981 ,2010 ,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
164 ,Relational,Relational DBMS,GBase,https://db-engines.com/en/system/GBase,N,,-,1.51 ,165 ,-,-,,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
165 ,Graph,Graph DBMS,NebulaGraph,https://db-engines.com/en/system/NebulaGraph,Y_archivedas_nebula-graph,Y,vesoft-inc/nebula,1.51 ,166 ,vesoft-inc,nebula,Vesoft Inc.,2019 ,,Y,Apache Version 2.0 + Common Clause 1.0,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
166 ,Relational,Relational DBMS,Infobright,https://db-engines.com/en/system/Infobright,N,,-,1.50 ,167 ,-,-,Ignite  Technologies Inc.; formerly InfoBright Inc.,2005 ,,N,The open source  (GPLv2) version did not support inserts/updates/deletes and was discontinued  with July 2016,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
167 ,Relational,Relational DBMS,NonStop SQL,https://db-engines.com/en/system/NonStop+SQL,N,,-,1.48 ,168 ,-,-,"HP, originally by Tandem",1987 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
168 ,Relational,Relational DBMS,DataEase,https://db-engines.com/en/system/DataEase,N,,-,1.47 ,169 ,-,-,,1981 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
169 ,Relational,Relational DBMS,mSQL,https://db-engines.com/en/system/mSQL,Y_NotGithub,,-,1.46 ,170 ,-,-,Hughes Technologies,1994 ,2021 ,N,free licenses can be provided,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
170 ,Relational,Relational DBMS,Apache HAWQ,https://db-engines.com/en/system/Apache+HAWQ,Y,,apache/hawq,1.42 ,171 ,apache,hawq,Pivotal  Software; Apache,2012 ,,Y,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
171 ,Relational,Relational DBMS,Cubrid,https://db-engines.com/en/system/Cubrid,Y,,CUBRID/cubrid,1.42 ,172 ,CUBRID,cubrid,"CUBRID Corporation, CUBRID Foundation",2008 ,2021 ,Y,Apache Version 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
172 ,Relational,Relational DBMS,Altibase,https://db-engines.com/en/system/Altibase,Y,,ALTIBASE/altibase,1.41 ,173 ,ALTIBASE,altibase,Altibase,1999 ,2021 ,Y,since February  2018,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
173 ,Document,"Document store,Graph DBMS,RDF store,Spatial DBMS",AllegroGraph,https://db-engines.com/en/system/AllegroGraph,N,,-,1.39 ,174 ,-,-,Franz Inc.,2004 ,2021 ,N,Limited community edition free,N,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 
174 ,Relational,Relational DBMS,HFSQL,https://db-engines.com/en/system/HFSQL,N,,-,1.38 ,175 ,-,-,PC Soft,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
175 ,Relational,Relational DBMS,SQL.JS,https://db-engines.com/en/system/SQL.JS,Y,,sql-js/sql.js,1.37 ,176 ,sql-js,sql.js,Alon Zakai,2012 ,,Y,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
176 ,Graph,"Graph  DBMS,Relational DBMS",TypeDB,https://db-engines.com/en/system/TypeDB,Y,,vaticle/typedb,1.34 ,177 ,vaticle,typedb,Vaticle  (formerly Grakn Labs),2016 ,2022 ,Y,"GPL Version 3,  commercial licenses available",N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
177 ,Graph,Graph DBMS,Memgraph,https://db-engines.com/en/system/Memgraph,Y,,memgraph/memgraph,1.32 ,178 ,memgraph,memgraph,Memgraph Ltd,2017 ,,Y_DBENG-N,Free license available,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
178 ,Search engine,Search engine,Pinecone,https://db-engines.com/en/system/Pinecone,N,Y,-,1.27 ,179 ,-,-,"Pinecone  Systems, Inc",2019 ,,N,,Y,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
179 ,Key-value,Key-value store,ZODB,https://db-engines.com/en/system/ZODB,Y,,zopefoundation/ZODB,1.26 ,180 ,zopefoundation,ZODB,,2009 ,2020 ,Y,,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
180 ,Multivalue,Multivalue DBMS,Model 204,https://db-engines.com/en/system/Model+204,N,,-,1.26 ,181 ,-,-,,1972 ,,N,,N,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
181 ,Document,"Document store,Wide column store",HPE Ezmeral Data Fabric,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,N,,-,1.25 ,182 ,-,-,"HPE, MapR Technologies, Inc",2009 ,,N,,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
182 ,Relational,Relational DBMS,MatrixOne,https://db-engines.com/en/system/MatrixOne,Y,,matrixorigin/matrixone,1.25 ,183 ,matrixorigin,matrixone,,2021 ,,Y,Apache Version  2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
183 ,Key-value,"Key-value store,Document store,Search engine",NCache,https://db-engines.com/en/system/NCache,Y,,Alachisoft/NCache,1.24 ,184 ,Alachisoft,NCache,Alachisoft,2005 ,,Y,Enterprise Edition available,N,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
184 ,Document,"Document  store,Object oriented DBMS,Graph DBMS,Search engine",GigaSpaces,https://db-engines.com/en/system/GigaSpaces,N_Image_Gigaspaces/docker,Y,-,1.24 ,185 ,-,-,Gigaspaces  Technologies,2000 ,,Y,Apache Version  2; Commercial licenses available,N,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 
185 ,Native XML,Native XML DBMS,Sedna,https://db-engines.com/en/system/Sedna,Y,,sedna/sedna,1.22 ,186 ,sedna,sedna,,2006 ,,Y,Apache Version 2,N,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
186 ,Relational,Relational DBMS,1010data,https://db-engines.com/en/system/1010data,N,,-,1.21 ,187 ,-,-,,2000 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
187 ,Event,Event Store,EventStoreDB,https://db-engines.com/en/system/EventStoreDB,Y,,EventStore/EventStore,1.20 ,188 ,EventStore,EventStore,Event Store Limited,2012 ,,Y,,N,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
188 ,Relational,Relational DBMS,NuoDB,https://db-engines.com/en/system/NuoDB,N,,-,1.19 ,189 ,-,-,"NuoDB, Inc.",2013 ,,N,limited edition  free,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
189 ,Relational,Relational DBMS,Actian Vector,https://db-engines.com/en/system/Actian+Vector,N,,-,1.19 ,190 ,-,-,,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
190 ,Navigational,Navigational  DBMS,IDMS,https://db-engines.com/en/system/IDMS,N,,-,1.18 ,191 ,-,-,,1973 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
191 ,Relational,"Relational DBMS,Document store,Spatial DBMS",openGauss,https://db-engines.com/en/system/openGauss,Y,,opengauss-mirror/openGauss-server,1.17 ,192 ,opengauss-mirror,openGauss-server,Huawei and openGauss community,2019 ,,Y,,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
192 ,Object oriented,Object oriented  DBMS,Perst,https://db-engines.com/en/system/Perst,Y,,The-Alchemist/perst,1.17 ,193 ,The-Alchemist,perst,,2003 ,,Y,commercial  license available,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
193 ,RDF,RDF store,RDF4J,https://db-engines.com/en/system/RDF4J,Y,Y,eclipse/rdf4j,1.17 ,194 ,eclipse,rdf4j,"Since 2016 officially forked into an Eclipse project,  former developer was Aduna Software.",2004 ,,Y,"Eclipse Distribution License (EDL), v1.0.",N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
194 ,Object oriented,Object oriented  DBMS,Matisse,https://db-engines.com/en/system/Matisse,Y_GithubFork,,zhihu/Matisse,1.16 ,195 ,zhihu,Matisse,Matisse  Software Inc.,1986 ,,N,free developer  license available,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
195 ,Search engine,Search engine,Xapian,https://db-engines.com/en/system/Xapian,Y,,xapian/xapian,1.13 ,196 ,xapian,xapian,,1986 ,,Y,GPLv2,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
196 ,Graph,"Graph DBMS,RDF  store",Blazegraph,https://db-engines.com/en/system/Blazegraph,Y,,blazegraph/database,1.13 ,197 ,blazegraph,database,Blazegraph,2006 ,,Y,extended  commercial license available,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
197 ,Time Series,Time Series DBMS,Amazon Timestream,https://db-engines.com/en/system/Amazon+Timestream,N,,-,1.11 ,198 ,-,-,,2018 ,,N,,Y,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
198 ,Relational,Relational DBMS,solidDB,https://db-engines.com/en/system/solidDB,N,,-,1.11 ,199 ,-,-,"Unicom Systems,  Inc; IBM",1992 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
199 ,Graph,"Graph DBMS,Key-value store",Graph Engine,https://db-engines.com/en/system/Graph+Engine,Y,,microsoft/GraphEngine,1.07 ,200 ,microsoft,GraphEngine,Microsoft,2010 ,,Y,MIT License,N,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
200 ,Document,Document store,BigchainDB,https://db-engines.com/en/system/BigchainDB,Y,,bigchaindb/bigchaindb,1.07 ,201 ,bigchaindb,bigchaindb,,2016 ,,Y,AGPL v3,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
201 ,Time Series,Time Series DBMS,VictoriaMetrics,https://db-engines.com/en/system/VictoriaMetrics,Y,,VictoriaMetrics/VictoriaMetrics,1.07 ,202 ,VictoriaMetrics,VictoriaMetrics,VictoriaMetrics,2018 ,,Y,Apache Version 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
202 ,Native XML,Native XML DBMS,eXist-db,https://db-engines.com/en/system/eXist-db,Y,,eXist-db/exist,1.06 ,203 ,eXist-db,exist,,2000 ,,Y,L-GPL,N,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
203 ,Relational,Relational DBMS,DBISAM,https://db-engines.com/en/system/DBISAM,N,,-,1.06 ,204 ,-,-,"Elevate Software, Inc.",1998 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
204 ,Search engine,Search engine,Meilisearch,https://db-engines.com/en/system/Meilisearch,Y,,meilisearch/meilisearch,1.06 ,205 ,meilisearch,meilisearch,,2020 ,,Y,MIT License,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
205 ,Relational,Relational DBMS,Kognitio,https://db-engines.com/en/system/Kognitio,N,,-,1.05 ,206 ,-,-,,1992 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
206 ,Relational,Relational DBMS,FrontBase,https://db-engines.com/en/system/FrontBase,N,,-,1.03 ,207 ,-,-,,1993 ,,N,free licenses,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
207 ,Spatial DBMS,Spatial DBMS,GeoMesa,https://db-engines.com/en/system/GeoMesa,Y,,geomesa/geomesa-geoserver,1.02 ,208 ,geomesa,geomesa-geoserver,CCRi and others,2014 ,,Y,Apache License 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
208 ,Multivalue,Multivalue DBMS,D3,https://db-engines.com/en/system/D3,N,,-,1.02 ,209 ,-,-,,1999 ,,N,,N,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
209 ,Key-value,Key-value store,Hibari,https://db-engines.com/en/system/Hibari,Y,,hibari/hibari,1.01 ,210 ,hibari,hibari,,2005 ,,Y,Apache Version 2,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
210 ,Relational,"Relational  DBMS,Search engine,Document store,Time Series DBMS",CrateDB,https://db-engines.com/en/system/CrateDB,Y,,crate/crate,0.99 ,211 ,crate,crate,Crate,2013 ,,Y,,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 
211 ,Relational,Relational DBMS,Splice Machine,https://db-engines.com/en/system/Splice+Machine,Y,,splicemachine/spliceengine,0.97 ,212 ,splicemachine,spliceengine,Splice Machine,2014 ,,Y,"AGPL 3.0, commercial license available",N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
212 ,Time Series,Time Series  DBMS,KairosDB,https://db-engines.com/en/system/KairosDB,Y,,kairosdb/kairosdb,0.96 ,213 ,kairosdb,kairosdb,,2013 ,,Y,Apache 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
213 ,Time Series,Time Series DBMS,M3DB,https://db-engines.com/en/system/M3DB,Y,,m3db/m3,0.95 ,214 ,m3db,m3,,,,Y,Apache version 2,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
214 ,Relational,"Relational  DBMS,Document store",Dolt,https://db-engines.com/en/system/Dolt,Y,Y,dolthub/dolt,0.93 ,215 ,dolthub,dolt,DoltHub Inc,2018 ,,Y,Apache Version  2.0,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
215 ,Key-value,Key-value store,WebSphere eXtreme Scale,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,N,,-,0.93 ,216 ,-,-,,2009 ,,N,,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
216 ,Document,"Document  store,Relational DBMS,Search engine",Rockset,https://db-engines.com/en/system/Rockset,N,,-,0.91 ,217 ,-,-,Rockset,2019 ,,N,,Y,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 
217 ,Object oriented,Object oriented DBMS,ObjectDB,https://db-engines.com/en/system/ObjectDB,N,,-,0.91 ,218 ,-,-,,2010 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
218 ,Relational,Relational DBMS,R:BASE,https://db-engines.com/en/system/R%3ABASE,N,,-,0.88 ,219 ,-,-,,1981 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
219 ,Key-value,Key-value store,BoltDB,https://db-engines.com/en/system/BoltDB,Y_archivedas_boltdb/bolt,N,etcd-io/bbolt,0.88 ,220 ,etcd-io,bbolt,,2013 ,,Y,MIT License,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
220 ,Multivalue,Multivalue DBMS,Northgate  Reality,https://db-engines.com/en/system/Northgate+Reality,N,,-,0.88 ,221 ,-,-,,1973 ,,N,,N,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
221 ,Multivalue,Multivalue DBMS,SciDB,https://db-engines.com/en/system/SciDB,Y,,cran/scidb,0.87 ,222 ,cran,scidb,Paradigm4,2008 ,,Y,,N,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
222 ,Relational,Relational DBMS,NexusDB,https://db-engines.com/en/system/NexusDB,N,,-,0.86 ,223 ,-,-,,2003 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
223 ,Key-value,Key-value store,MapDB,https://db-engines.com/en/system/MapDB,Y,,jankotek/mapdb,0.85 ,224 ,jankotek,mapdb,,2002 ,,Y,Apache Version 2,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
224 ,Relational,"Relational  DBMS,Document store,Spatial DBMS",TDSQL for MySQL,https://db-engines.com/en/system/TDSQL+for+MySQL,N,,-,0.85 ,225 ,-,-,Tencent,2013 ,,N,,Y,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
225 ,Wide column,Wide column store,Amazon Keyspaces,https://db-engines.com/en/system/Amazon+Keyspaces,N,,-,0.85 ,226 ,-,-,Amazon,2019 ,,N,,Y,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
226 ,Relational,Relational DBMS,SQream DB,https://db-engines.com/en/system/SQream+DB,N,,-,0.84 ,227 ,-,-,SQream  Technologies,2014 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
227 ,Relational,"Relational DBMS,Time Series DBMS",eXtremeDB,https://db-engines.com/en/system/eXtremeDB,N,,-,0.84 ,228 ,-,-,McObject,2001 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 
228 ,Relational,Relational DBMS,OpenBase,https://db-engines.com/en/system/OpenBase,N,,-,0.82 ,229 ,-,-,,1991 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
229 ,Relational,"Relational DBMS,Document store,Spatial DBMS",Postgres-XL,https://db-engines.com/en/system/Postgres-XL,Y,,Postgres-XL/Postgres-XL,0.81 ,230 ,Postgres-XL,Postgres-XL,,2014 ,,Y,Mozilla public license,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
230 ,Time Series,Time Series  DBMS,Apache IoTDB,https://db-engines.com/en/system/Apache+IoTDB,Y,N,apache/iotdb,0.80 ,231 ,apache,iotdb,Apache Software  Foundation,2018 ,,Y,Apache Version  2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
231 ,Relational,Relational DBMS,Yellowbrick,https://db-engines.com/en/system/Yellowbrick,N,,-,0.79 ,232 ,-,-,Yellowbrick Data,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
