id,category_label,Multi_model_info,DBMS,DBMS_insitelink,has_open_source_github_repo,has_company,github_repo_link,Score_Nov-2022,Rank_Nov-2022,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Wide column
315 ,RDF,RDF store,CubicWeb,https://db-engines.com/en/system/CubicWeb,Y_NotGithub-gitlabsite_forge.extranet.logilab.fr/cubicweb/cubicweb,N,-,0.27 ,316 ,-,-,Logilab,2001 ,2021 ,Y,L-GPL,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
316 ,Graph,"Graph  DBMS,Document store,RDF store",TerminusDB,https://db-engines.com/en/system/TerminusDB,Y,,terminusdb/terminusdb,0.27 ,317 ,terminusdb,terminusdb,DataChemist  Ltd.,2018 ,2022 ,Y,GPL V3,N,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
317 ,Relational,Relational DBMS,Transwarp KunDB,https://db-engines.com/en/system/Transwarp+KunDB,N,,-,0.27 ,318 ,-,-,Transwarp,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
318 ,Graph,Graph DBMS,Ultipa,https://db-engines.com/en/system/Ultipa,N,,-,0.26 ,319 ,-,-,Ultipa,2019 ,,N,,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
319 ,Key-value,Key-value store,STSdb,https://db-engines.com/en/system/STSdb,Y,,STSSoft/STSdb4,0.26 ,320 ,STSSoft,STSdb4,STS Soft SC,2011 ,2015 ,Y,"GPLv2, commercial license available",N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
320 ,Relational,Relational DBMS,XtremeData,https://db-engines.com/en/system/XtremeData,N,,-,0.24 ,321 ,-,-,,,,N,limited edition  free,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
321 ,Key-value,Key-value store,Skytable,https://db-engines.com/en/system/Skytable,Y,Y,skytable/skytable,0.24 ,322 ,skytable,skytable,"Skytable, Inc.",,,Y,GNU AGPL 3.0,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
322 ,Document,Document store,iBoxDB,https://db-engines.com/en/system/iBoxDB,Y,,iboxdb/ftserver,0.24 ,323 ,iboxdb,ftserver,,,,Y,,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
323 ,Relational,Relational DBMS,Tibco ComputeDB,https://db-engines.com/en/system/Tibco+ComputeDB,Y_NotGitHub-release_community.tibco.com/s/article/TIBCO-Graph-Database-Releases,Y,-,0.24 ,324 ,-,-,Tibco,,,Y,Apache 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
324 ,Time Series,Time Series  DBMS,SiriDB,https://db-engines.com/en/system/SiriDB,Y,,SiriDB/siridb-server,0.22 ,325 ,SiriDB,siridb-server,Cesbit,,,Y,MIT License,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
325 ,Search engine,Search engine,Exorbyte,https://db-engines.com/en/system/Exorbyte,N,,-,0.22 ,326 ,-,-,,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
326 ,Key-value,Key-value store,Upscaledb,https://db-engines.com/en/system/Upscaledb,Y,,cruppstahl/upscaledb,0.22 ,326 ,cruppstahl,upscaledb,,,,Y,Apache Version  2,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
327 ,Document,Document store,Acebase,https://db-engines.com/en/system/Acebase,Y,,appy-one/acebase,0.21 ,328 ,appy-one,acebase,,,,Y,MIT License,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
328 ,Object oriented,Object oriented  DBMS,Siaqodb,https://db-engines.com/en/system/Siaqodb,Y_Nonlicense,,morecraf/Siaqodb,0.21 ,329 ,morecraf,Siaqodb,,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
329 ,Time Series,Time Series DBMS,Hawkular Metrics,https://db-engines.com/en/system/Hawkular+Metrics,Y,,hawkular/hawkular-metrics,0.20 ,330 ,hawkular,hawkular-metrics,Community supported by Red Hat,,,Y,Apache 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
330 ,Relational,Relational DBMS,BigObject,https://db-engines.com/en/system/BigObject,N,,-,0.20 ,331 ,-,-,"BigObject, Inc.",,,N,free community  edition available,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
331 ,RDF,RDF store,Dydra,https://db-engines.com/en/system/Dydra,Y_UnlicenseLicense,,dydra/dydra,0.20 ,332 ,dydra,dydra,,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
332 ,Graph,"Graph  DBMS,Object oriented DBMS",VelocityDB,https://db-engines.com/en/system/VelocityDB,N,,-,0.20 ,333 ,-,-,VelocityDB Inc,,,N,,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
333 ,Relational,Relational DBMS,Edge Intelligence,https://db-engines.com/en/system/Edge+Intelligence,N,,-,0.20 ,334 ,-,-,,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
334 ,Key-value,Key-value store,HyperLevelDB,https://db-engines.com/en/system/HyperLevelDB,Y,,rescrv/HyperLevelDB,0.20 ,334 ,rescrv,HyperLevelDB,,,,Y,,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
335 ,Time Series,Time Series DBMS,IRONdb,https://db-engines.com/en/system/IRONdb,N,,-,0.20 ,334 ,-,-,Circonus LLC.,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
336 ,Document,"Document  store,Object oriented DBMS",OrigoDB,https://db-engines.com/en/system/OrigoDB,Y,,DevrexLabs/OrigoDB,0.20 ,334 ,DevrexLabs,OrigoDB,Robert Friberg  et al,,,Y,,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
337 ,RDF,RDF store,BrightstarDB,https://db-engines.com/en/system/BrightstarDB,Y,,BrightstarDB/BrightstarDB,0.20 ,338 ,BrightstarDB,BrightstarDB,,,,Y,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
338 ,Key-value,Key-value store,TerarkDB,https://db-engines.com/en/system/TerarkDB,Y_GithubFork,,bytedance/terarkdb,0.20 ,339 ,bytedance,terarkdb,Terark,,,N,restricted open  source version available,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
339 ,Document,Document store,ToroDB,https://db-engines.com/en/system/ToroDB,Y,,torodb/server,0.20 ,340 ,torodb,server,8Kdata,,,Y,AGPL-V3,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
340 ,Document,"Document  store,Graph DBMS,Time Series DBMS,Spatial DBMS",Bangdb,https://db-engines.com/en/system/Bangdb,Y,,sachin-sinha/BangDB,0.20 ,341 ,sachin-sinha,BangDB,"Sachin Sinha,  BangDB",2012 ,2021 ,Y,BSD 3,N,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 
341 ,Key-value,Key-value store,Elliptics,https://db-engines.com/en/system/Elliptics,Y,,reverbrain/elliptics,0.19 ,342 ,reverbrain,elliptics,,2009 ,,Y,,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
342 ,Spatial DBMS,"Spatial  DBMS,Relational DBMS",H2GIS,https://db-engines.com/en/system/H2GIS,Y,,orbisgis/h2gis,0.19 ,343 ,orbisgis,h2gis,CNRS,2013 ,,Y,LGPL 3.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
343 ,Object oriented,Object oriented DBMS,Eloquera,https://db-engines.com/en/system/Eloquera,N,,-,0.19 ,344 ,-,-,,2008 ,2014 ,N,free licenses,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
344 ,Event,"Event  Store,Time Series DBMS",IBM Db2 Event  Store,https://db-engines.com/en/system/IBM+Db2+Event+Store,N,,-,0.19 ,345 ,-,-,IBM,2017 ,,N,free developer  edition available,N,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
345 ,Time Series,Time Series DBMS,SiteWhere,https://db-engines.com/en/system/SiteWhere,Y,,sitewhere/sitewhere,0.19 ,346 ,sitewhere,sitewhere,SiteWhere,2010 ,,Y,Common Public Attribution License Version 1.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
346 ,Document,Document store,RaptorDB,https://db-engines.com/en/system/RaptorDB,Y,,mgholam/RaptorDB-Document,0.18 ,347 ,mgholam,RaptorDB-Document,,,,Y,Apache Version  2,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
347 ,Relational,Relational DBMS,EsgynDB,https://db-engines.com/en/system/EsgynDB,N,,-,0.18 ,348 ,-,-,Esgyn,2015 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
348 ,Document,Document store,XTDB,https://db-engines.com/en/system/XTDB,Y,,xtdb/xtdb,0.18 ,349 ,xtdb,xtdb,Juxt Ltd.,2019 ,2021 ,Y,MIT License,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
349 ,Relational,Relational DBMS,ActorDB,https://db-engines.com/en/system/ActorDB,Y,,biokoda/actordb,0.17 ,350 ,biokoda,actordb,,2014 ,,Y,Mozilla Public License 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
350 ,Key-value,"Key-value  store,Relational DBMS",Faircom DB,https://db-engines.com/en/system/Faircom+DB,N,,-,0.17 ,351 ,-,-,FairCom  Corporation,1979 ,2020 ,N,"Restricted,  free version available",N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
351 ,Time Series,Time Series DBMS,Quasardb,https://db-engines.com/en/system/Quasardb,N,,-,0.17 ,352 ,-,-,quasardb,2009 ,2022 ,N,"Free community edition, Non-profit organizations and  non-commercial usage are eligible for free licenses",N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
352 ,Document,Document store,NosDB,https://db-engines.com/en/system/NosDB,Y,,Alachisoft/NosDB,0.16 ,353 ,Alachisoft,NosDB,Alachisoft,2016 ,,Y,Professional  and Enterprise Versions available,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
353 ,Document,Document store,SenseiDB,https://db-engines.com/en/system/SenseiDB,Y_archivedas_LinkedInAttic/sensei,N,LinkedInAttic/sensei,0.16 ,354 ,LinkedInAttic,sensei,,2010 ,,Y,Apache Version 2,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
354 ,Graph,Graph DBMS,HGraphDB,https://db-engines.com/en/system/HGraphDB,Y,,rayokota/hgraphdb,0.16 ,355 ,rayokota,hgraphdb,,2016 ,,Y,Apache 2.0,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
355 ,Relational,"Relational DBMS,Document store,Spatial DBMS",Fujitsu Enterprise Postgres,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,N,,-,0.16 ,356 ,-,-,"PostgreSQL Global Development Group, Fujitsu Australia  Software Technology",,2022 ,N,,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
356 ,Key-value,Key-value store,Kyoto Tycoon,https://db-engines.com/en/system/Kyoto+Tycoon,Y,,AlticeLabsProjects/kyoto,0.15 ,357 ,AlticeLabsProjects,kyoto,,2009 ,,Y,GPL,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
357 ,Relational,Relational DBMS,JethroData,https://db-engines.com/en/system/JethroData,N,,-,0.15 ,358 ,-,-,JethroData,2013 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
358 ,Key-value,Key-value store,TomP2P,https://db-engines.com/en/system/TomP2P,Y,,tomp2p/TomP2P,0.15 ,358 ,tomp2p,TomP2P,,2004 ,,Y,Apache Version  2,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
359 ,Document,Document store,WhiteDB,https://db-engines.com/en/system/WhiteDB,Y,,priitj/whitedb,0.15 ,358 ,priitj,whitedb,,2008 ,,Y,GPL V3,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
360 ,Time Series,Time Series  DBMS,Blueflood,https://db-engines.com/en/system/Blueflood,Y,,rackerlabs/blueflood,0.14 ,361 ,rackerlabs,blueflood,Rackspace,2013 ,,Y,Apache 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
361 ,Key-value,Key-value store,Badger,https://db-engines.com/en/system/Badger,Y,,dgraph-io/badger,0.14 ,362 ,dgraph-io,badger,DGraph Labs,2017 ,,Y,Apache 2.0,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
362 ,Relational,"Relational  DBMS,Spatial DBMS",Linter,https://db-engines.com/en/system/Linter,N,,-,0.13 ,363 ,-,-,relex.ru/en,1990 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
363 ,Time Series,Time Series DBMS,Alibaba Cloud TSDB,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,N,,-,0.11 ,364 ,-,-,Alibaba,,,N,,Y,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
364 ,Key-value,Key-value store,LedisDB,https://db-engines.com/en/system/LedisDB,Y,,ledisdb/ledisdb,0.11 ,365 ,ledisdb,ledisdb,,2014 ,,Y,MIT-License,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
365 ,Search engine,Search engine,Qdrant,https://db-engines.com/en/system/Qdrant,Y,,qdrant/qdrant,0.10 ,366 ,qdrant,qdrant,Qdrant,2021 ,,Y,Apache Version 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
366 ,Relational,Relational DBMS,OushuDB,https://db-engines.com/en/system/OushuDB,N,,-,0.08 ,367 ,-,-,Oushu,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
367 ,Relational,Relational DBMS,SmallSQL,https://db-engines.com/en/system/SmallSQL,Y,,CptTZ/SmallSQL,0.07 ,368 ,CptTZ,SmallSQL,,2005 ,,Y,L-GPL,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
368 ,Time Series,Time Series  DBMS,Warp 10,https://db-engines.com/en/system/Warp+10,Y,,senx/warp10-platform,0.07 ,369 ,senx,warp10-platform,SenX,2015 ,,Y,Apache License  2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
369 ,Graph,"Graph DBMS,Relational DBMS",AgensGraph,https://db-engines.com/en/system/AgensGraph,Y,Y,bitnine-oss/agensgraph,0.07 ,370 ,bitnine-oss,agensgraph,Bitnine Global Inc.,2016 ,,Y,Apache License 2.0,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
370 ,Key-value,Key-value store,ScaleOut  StateServer,https://db-engines.com/en/system/ScaleOut+StateServer,N,,-,0.06 ,371 ,-,-,,2005 ,,N,,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
371 ,RDF,RDF store,SparkleDB,https://db-engines.com/en/system/SparkleDB,N,,-,0.05 ,372 ,-,-,,2012 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
372 ,Key-value,Key-value store,Resin Cache,https://db-engines.com/en/system/Resin+Cache,Y,,dlitz/resin,0.04 ,373 ,dlitz,resin,,1998 ,,Y,"GPLv3, extended  commercial license available",N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
373 ,Relational,Relational DBMS,Sadas Engine,https://db-engines.com/en/system/Sadas+Engine,N,,-,0.04 ,374 ,-,-,SADAS s.r.l.,2006 ,,N,free trial version available,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
374 ,Wide column,"Wide column  store,Time Series DBMS",SWC-DB,https://db-engines.com/en/system/SWC-DB,Y,,kashirin-alex/swc-db,0.04 ,375 ,kashirin-alex,swc-db,Alex Kashirin,2020 ,,Y,GPL V3,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 
375 ,Key-value,Key-value store,InfinityDB,https://db-engines.com/en/system/InfinityDB,N,,-,0.03 ,376 ,-,-,Boiler Bay Inc.,2002 ,,N,,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
376 ,Search engine,"Search  engine,Time Series DBMS",Rizhiyi,https://db-engines.com/en/system/Rizhiyi,N,,-,0.02 ,377 ,-,-,Rizhiyi,2014 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 
377 ,Object oriented,Object oriented DBMS,WakandaDB,https://db-engines.com/en/system/WakandaDB,N_commercial,Y,-,0.01 ,378 ,-,-,Wakanda SAS,2012 ,,N_DBENG-Y,"AGPLv3, extended commercial license available",N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
378 ,Key-value,Key-value store,JaguarDB,https://db-engines.com/en/system/JaguarDB,Y,Y,datajaguar/jaguardb,0.01 ,379 ,datajaguar,jaguardb,"DataJaguar,  Inc.",2015 ,,Y,GPL V3.0,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
379 ,Key-value,"Key-value store,Relational DBMS",Faircom EDGE,https://db-engines.com/en/system/Faircom+EDGE,N,,-,0.01 ,380 ,-,-,FairCom Corporation,1979 ,,N,"Restricted, free version available",N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
380 ,Key-value,Key-value store,SwayDB,https://db-engines.com/en/system/SwayDB,Y,,simerplaha/SwayDB,0.00 ,381 ,simerplaha,SwayDB,Simer Plaha,2018 ,,Y,GNU Affero GPL  V3.0,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
381 ,Key-value,Key-value store,BergDB,https://db-engines.com/en/system/BergDB,Y,,bergdb/bergdb,0.00 ,382 ,bergdb,bergdb,,2013 ,,Y,Gnu Affero General Public License (AGPL),N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
382 ,Key-value,Key-value store,Cachelot.io,https://db-engines.com/en/system/Cachelot.io,Y,,cachelot/cachelot,0.00 ,382 ,cachelot,cachelot,,2015 ,,Y,Simplified BSD  License,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
383 ,Document,"Document store,Key-value store",CortexDB,https://db-engines.com/en/system/CortexDB,N,,-,0.00 ,382 ,-,-,,2014 ,,N,,N,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
384 ,Relational,Relational DBMS,CovenantSQL,https://db-engines.com/en/system/CovenantSQL,Y,,CovenantSQL/CovenantSQL,0.00 ,382 ,CovenantSQL,CovenantSQL,,2018 ,,Y,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
385 ,Relational,Relational DBMS,DaggerDB,https://db-engines.com/en/system/DaggerDB,N,,-,0.00 ,382 ,-,-,,2014 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
386 ,Object oriented,"Object oriented  DBMS,Graph DBMS",DataFS,https://db-engines.com/en/system/DataFS,N,,-,0.00 ,382 ,-,-,Mobiland AG,2018 ,,N,,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
387 ,Relational,Relational DBMS,EdgelessDB,https://db-engines.com/en/system/EdgelessDB,Y,,edgelesssys/edgelessdb,0.00 ,382 ,edgelesssys,edgelessdb,Edgeless Systems,2021 ,,Y,GPL V2,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
388 ,Graph,Graph DBMS,Galaxybase,https://db-engines.com/en/system/Galaxybase,N,,-,0.00 ,382 ,-,-,"Chuanglin(Createlink)  Technology Co., Ltd 浙江创邻科技有限公司",2017 ,,N,,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
389 ,Key-value,Key-value store,Helium,https://db-engines.com/en/system/Helium,N,,-,0.00 ,382 ,-,-,Levyx Inc.,2013 ,,N,,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
390 ,Search engine,Search engine,Indica,https://db-engines.com/en/system/Indica,N,,-,0.00 ,382 ,-,-,,2014 ,,N,parts of it are  open source,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
391 ,Document,Document store,JasDB,https://db-engines.com/en/system/JasDB,Y,,oberasoftware/jasdb,0.00 ,382 ,oberasoftware,jasdb,,2014 ,,Y,,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
392 ,Relational,Relational DBMS,K-DB,https://db-engines.com/en/system/K-DB,N,,-,0.00 ,382 ,-,-,Inspur Group,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
393 ,Time Series,Time Series DBMS,Newts,https://db-engines.com/en/system/Newts,Y,,OpenNMS/newts,0.00 ,382 ,OpenNMS,newts,OpenNMS Group,2014 ,,Y,Apache 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
394 ,Time Series,Time Series  DBMS,NSDb,https://db-engines.com/en/system/NSDb,Y,,radicalbit/NSDb,0.00 ,382 ,radicalbit,NSDb,,2017 ,,Y,Apache Version  2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
395 ,Native XML,"Native XML DBMS,Search engine",searchxml,https://db-engines.com/en/system/searchxml,N,,-,0.00 ,382 ,-,-,informationpartners gmbh,2015 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
396 ,Spatial DBMS,"Spatial  DBMS,Relational DBMS",SpaceTime,https://db-engines.com/en/system/SpaceTime,N,,-,0.00 ,382 ,-,-,Mireo,2020 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
397 ,Key-value,Key-value store,Tkrzw,https://db-engines.com/en/system/Tkrzw,Y,,estraier/tkrzw,0.00 ,382 ,estraier,tkrzw,Mikio Hirabayashi,2020 ,,Y,Apache Version 2.0,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
398 ,Relational,"Relational  DBMS,Search engine",Transwarp  ArgoDB,https://db-engines.com/en/system/Transwarp+ArgoDB,N,,-,0.00 ,382 ,-,-,Transwarp,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 
399 ,Graph,Graph DBMS,Transwarp StellarDB,https://db-engines.com/en/system/Transwarp+StellarDB,Y_IssueTracking,,stellardb/StellarDB,0.00 ,382 ,stellardb,StellarDB,Transwarp,,,N,,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
400 ,Relational,Relational DBMS,Yaacomo,https://db-engines.com/en/system/Yaacomo,N,,-,0.00 ,382 ,-,-,Q2WEB GmbH,2009 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
401 ,Time Series,Time Series DBMS,Yanza,https://db-engines.com/en/system/Yanza,N,,-,0.00 ,382 ,-,-,Yanza,2015 ,,N,free version available,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
